rank_nsig3,rank_all,pert_iname_lower,best_score,median_score,n_sigs
11222,12782,brd-k90008192,-0.08349801,-0.079762004,3
11223,12783,brd-k26359746,-0.08348023,0.05087182,12
11224,12785,brd-k64968742,-0.0834686,0.016832598,6
11225,12786,brd-k58606467,-0.08345305,0.07690053,3
11226,12787,brd-m22555785,-0.083437875,-0.031598777,6
11227,12788,brd-k22244182,-0.08343261,-0.07685521,3
11228,12789,brd-k49923618,-0.08343168,0.019957514,7
11229,12790,thiazolidinecarboxylic-acid,-0.08343061,0.08385821,11
11230,12791,brd-k78316354,-0.0834195,-0.044726837,7
11231,12793,brd-k24011082,-0.08340296,0.039154425,5
11232,12794,brd-k44366812,-0.08339572,0.047918726,10
11233,12795,brd-k86524002,-0.08339087,-0.036225006,3
11234,12796,benzethonium,-0.08339031,-0.071734145,4
11235,12797,brd-k05353139,-0.083385706,0.030615948,14
11236,12798,brd-k53943507,-0.08336733,-0.011145883,4
11237,12799,brd-k16969565,-0.08336,-0.048095707,6
11238,12800,brd-k02785641,-0.08333767,-0.034995575,5
11239,12801,brd-k47018052,-0.08332967,-0.0030854126,4
11240,12802,brd-k27760381,-0.08332014,0.07808516,3
11241,12803,brd-k80204570,-0.08331046,0.10572987,6
11242,12804,brd-k36906780,-0.08330819,0.0127155315,6
11243,12806,brd-k26822808,-0.083279945,0.02199296,13
11244,12807,brd-k60362139,-0.08327374,0.04699362,7
11245,12808,brd-k57822472,-0.08326895,-0.0018570977,5
11246,12809,brd-k17360472,-0.08326093,0.032028377,3
11247,12811,brd-k81019664,-0.08321984,0.06568961,5
11248,12812,brd-k58446572,-0.08318971,0.0056947656,5
11249,12813,chrysenequinone,-0.08318378,-0.022097489,4
11250,12815,brd-k59830209,-0.083147764,0.07012122,4
11251,12816,brd-k89059493,-0.08313782,0.049281716,12
11252,12817,brd-k61172568,-0.08313481,-0.033093993,3
11253,12819,brd-u86222656,-0.08311751,0.11143474,12
11254,12821,brd-k08938154,-0.08307624,0.024989467,3
11255,12825,brd-k58490891,-0.0829986,-0.008596177,5
11256,12826,brd-k14217854,-0.082984746,-0.06792798,3
11257,12828,brd-k61629734,-0.082957305,0.030835813,3
11258,12829,brd-k36313546,-0.08294851,0.020345595,12
11259,12830,brd-k45371861,-0.08293678,0.06406526,4
11260,12831,brd-k48775846,-0.08293214,-0.066642836,4
11261,12832,brd-k43111958,-0.08293098,-0.011576042,6
11262,12834,brd-k83549059,-0.0829107,-0.039927818,4
11263,12835,brd-k57950796,-0.082884654,0.02205702,6
11264,12836,brd-k17087588,-0.08287113,0.003700126,5
11265,12837,brd-k43874853,-0.0828275,0.025248775,4
11266,12839,brd-k71227259,-0.08280767,-0.0007011516,3
11267,12841,brd-k57341983,-0.08279418,0.026453022,3
11268,12842,brd-k37251488,-0.082788534,0.01004558,5
11269,12843,brd-k61413806,-0.082780726,0.09812389,11
11270,12845,brd-k83981181,-0.08277076,-0.07601596,3
11271,12846,brd-k91945291,-0.082725026,0.062011935,4
11272,12847,brd-k53107914,-0.082705304,-0.05591118,5
11273,12850,brd-k24009388,-0.082687065,0.030602472,5
11274,12851,brd-k97516320,-0.082676105,-0.022826044,3
11275,12852,brd-k00248931,-0.08267172,0.021803081,6
11276,12853,brd-k94934810,-0.08265944,0.010949317,5
11277,12854,brd-k43151809,-0.08265891,-0.024756894,4
11278,12855,brd-k75887136,-0.08264662,-0.024841247,7
11279,12858,brd-k22210218,-0.08262284,0.04128957,15
11280,12859,brd-k53728687,-0.08261972,0.09269788,5
11281,12860,bromfenac,-0.0826186,0.073398985,11
11282,12861,brd-a98888159,-0.08259908,0.03562433,17
11283,12862,brd-k82276260,-0.08257723,-0.0013296974,5
11284,12864,brd-k95716640,-0.08256383,-0.022809984,5
11285,12865,brd-k09454555,-0.0825631,0.08816925,4
11286,12866,wt-171,-0.08254469,0.029645478,17
11287,12867,brd-k16425314,-0.08254332,0.011917828,6
11288,12869,brd-k53342443,-0.08251372,-0.031062886,6
11289,12870,brd-k41173255,-0.082460314,0.04458838,4
11290,12871,brd-k57420195,-0.08244896,0.020831715,12
11291,12872,brd-k45723650,-0.082446165,0.09417601,4
11292,12873,brd-k76583861,-0.082439385,-0.003274504,4
11293,12874,brd-k07448100,-0.08243706,-0.058466177,5
11294,12875,oxyphenonium,-0.0824323,0.038709443,13
11295,12878,brd-a14795281,-0.082364455,0.066804565,6
11296,12879,brd-k14487440,-0.08235418,0.015393525,3
11297,12880,brd-k05856102,-0.08234521,0.013338775,7
11298,12881,brd-k95422182,-0.082320645,-0.047900043,6
11299,12882,ici-118551,-0.08232037,0.07316788,15
11300,12883,brd-k64704452,-0.082293294,0.02828848,4
11301,12884,brd-k08570368,-0.082277,-0.01415245,3
11302,12888,brd-k10662075,-0.082220085,0.04461248,6
11303,12889,brd-k91035379,-0.082212694,0.00063701597,3
11304,12890,brd-k26148755,-0.08219086,-0.05453888,6
11305,12891,brd-k71515738,-0.08218458,-0.0319334,3
11306,12893,brd-k57552429,-0.082135074,0.04303652,6
11307,12895,ethynodiol,-0.08211692,-0.009435533,4
11308,12896,brd-k50808811,-0.08209409,-0.008269407,4
11309,12898,brd-k75403700,-0.08208782,0.038355045,4
11310,12899,brd-k32652655,-0.08205343,0.017701013,6
11311,12900,brd-k34913101,-0.082003534,0.07190539,3
11312,12902,brd-k62431786,-0.08196828,0.05822599,6
11313,12904,brd-k52418167,-0.08195204,-0.02203133,5
11314,12906,brd-k79500219,-0.081945404,-0.027924541,3
11315,12907,brd-k29326853,-0.08193782,0.020299718,7
11316,12908,piretanide,-0.081934124,0.03936092,23
11317,12910,brd-k34404012,-0.08191903,0.0097190365,11
11318,12911,brd-k03245480,-0.081885174,-0.0009816261,4
11319,12912,brd-k70891562,-0.08184704,0.10439409,17
11320,12914,brd-k63531989,-0.08178864,0.029895939,4
11321,12915,brd-k89637659,-0.081770994,0.043821715,4
11322,12916,brd-k84078621,-0.08171933,-0.009326673,3
11323,12917,brd-k71650306,-0.08169315,0.124103196,4
11324,12918,brd-k11742792,-0.081673756,-0.07262512,5
11325,12921,brd-k57580310,-0.08159758,-0.063738555,5
11326,12922,merck-ketone,-0.08158218,0.05748234,13
11327,12923,brd-k83395537,-0.08156401,0.011808924,3
11328,12924,brd-k62814224,-0.08155159,0.030274674,4
11329,12925,brd-k14533651,-0.08150782,0.0055717677,4
11330,12926,brd-k98386238,-0.08150559,0.0517135,5
11331,12927,brd-k78714545,-0.081501186,0.022433646,3
11332,12928,brd-k41139858,-0.08149809,-0.018536609,4
11333,12929,brd-k68455755,-0.08149005,0.023748286,7
11334,12930,brd-k05832178,-0.08143876,0.0026105803,5
11335,12932,brd-k38596298,-0.08142461,0.020095421,3
11336,12933,brd-k33486590,-0.08136751,0.07768009,5
11337,12934,brd-k51922621,-0.081362136,-0.0004335614,6
11338,12935,brd-k37357652,-0.08135827,0.06361756,4
11339,12936,brd-k74550836,-0.08134596,0.06920895,4
11340,12937,brd-k11628545,-0.08131872,0.039803024,9
11341,12938,brd-k41579429,-0.0813087,0.0058597717,4
11342,12939,brd-k25037118,-0.081308626,-0.018104227,4
11343,12941,brd-k48930263,-0.081290945,-0.062952526,5
11344,12944,brd-k53932786,-0.08127974,-2.4630877e-05,13
11345,12945,brd-k48199580,-0.081278585,-0.008360375,4
11346,12946,brd-k03416270,-0.081277736,-0.030357404,5
11347,12947,brd-k72676786,-0.08125314,0.09249646,15
11348,12948,brd-k56189188,-0.08121921,0.04990364,4
11349,12949,brd-k49480198,-0.08121658,0.02540586,5
11350,12951,brd-k80494270,-0.08117593,0.005696146,3
11351,12952,brd-k27332342,-0.081165075,0.02473645,6
11352,12953,brd-k66142238,-0.08115884,-0.008035684,6
11353,12954,brd-k04078927,-0.08115781,-0.012091044,6
11354,12955,brd-k86992593,-0.08110296,0.064547025,5
11355,12956,brd-k25775504,-0.0810839,-0.036662504,9
11356,12957,ryuvidine,-0.08108172,0.17764251,26
11357,12958,brd-k39550135,-0.08106698,0.018210055,6
11358,12959,brd-k51457407,-0.08105192,-0.011900244,7
11359,12961,brd-k00458136,-0.08099326,-0.0498839,7
11360,12964,brd-k69344898,-0.080958545,0.002856521,6
11361,12965,brd-k86832444,-0.080932386,-0.019795867,6
11362,12968,brd-k91292927,-0.08091534,-0.037452575,3
11363,12969,brd-k13012607,-0.0808815,-0.041282598,4
11364,12970,brd-k06417531,-0.08088125,0.025681928,6
11365,12971,brd-k27449529,-0.080838814,-0.03023915,6
11366,12972,brd-k39635970,-0.08082302,0.03895065,4
11367,12973,brd-k48180773,-0.08081651,-0.031997308,5
11368,12974,brd-k69681876,-0.08079687,-0.012248756,3
11369,12976,brd-k58962381,-0.080770046,-0.02647486,4
11370,12978,brd-k87904079,-0.08075881,0.024433825,3
11371,12979,brd-k65158783,-0.080707274,-0.04513877,6
11372,12981,brd-k07157902,-0.080701284,-0.013917653,4
11373,12982,brd-k80890401,-0.08069884,0.05585812,3
11374,12983,brd-k53927732,-0.08064406,0.047685117,5
11375,12984,brd-k51216807,-0.08061998,-0.021375155,6
11376,12985,brd-k05912972,-0.08061958,-0.03483242,9
11377,12987,brd-k02150184,-0.08061231,0.022857081,4
11378,12988,brd-k02065962,-0.080582336,-0.06133482,3
11379,12989,brd-k69174517,-0.08057864,-0.039411686,5
11380,12990,brd-k36022244,-0.08055721,0.036655147,13
11381,12992,brd-k88217904,-0.08054356,0.0036650922,13
11382,12994,brd-k33562246,-0.08050392,-0.021064846,6
11383,12995,tetracaine,-0.08050084,-0.035461277,4
11384,12996,brd-k37365015,-0.08048735,0.025079126,6
11385,12997,brd-k06514792,-0.0804871,-0.059111115,3
11386,12998,brd-k44696931,-0.080482036,-0.022275312,13
11387,13000,brd-k69506839,-0.080417804,0.02440811,6
11388,13001,brd-k88607897,-0.08041776,0.020042371,4
11389,13004,brd-k69694842,-0.08033542,-0.0046240413,5
11390,13007,brd-k46849403,-0.080309115,-0.0443929,6
11391,13008,brd-k30781800,-0.08029361,-0.015864044,4
11392,13012,brd-k81131579,-0.08025933,0.048735414,6
11393,13013,brd-k22174526,-0.08024765,0.014527826,5
11394,13015,brd-k44235509,-0.080219366,-0.04736007,5
11395,13016,brd-k01011412,-0.080209985,-0.029063506,4
11396,13017,brd-k60776198,-0.08020127,-0.037568748,4
11397,13018,brd-k44420259,-0.08016503,-0.049221296,7
11398,13019,brd-k98997045,-0.08015131,-0.004220021,3
11399,13020,brd-k52827598,-0.0801473,0.0023632273,6
11400,13021,brd-k03130528,-0.080132104,-0.011999693,4
11401,13022,brd-k51285422,-0.08011837,-0.0067400946,5
11402,13023,tiapride,-0.080104366,-0.061569877,3
11403,13024,brd-k41335306,-0.08006879,0.056097224,12
11404,13025,brd-k41120089,-0.080065,0.050858572,7
11405,13027,brd-k42687792,-0.07998238,0.06278349,17
11406,13028,brd-k56307118,-0.07997925,0.07091199,13
11407,13031,brd-k03634222,-0.07994786,-0.033882968,6
11408,13032,brd-k03601317,-0.07992125,0.13064575,4
11409,13033,brd-k46707147,-0.079917595,-0.004568245,5
11410,13035,brd-k11071576,-0.07988333,-0.010176265,5
11411,13036,brd-k61718261,-0.079869844,-0.02200744,12
11412,13037,brd-k60994920,-0.07985991,-0.043279756,7
11413,13038,brd-k68689263,-0.07985192,0.005084619,4
11414,13039,brd-k24896023,-0.079850525,-0.04143477,5
11415,13041,brd-k63618292,-0.07983378,-0.07875554,4
11416,13042,brd-k13245569,-0.079829976,-0.028476382,6
11417,13043,brd-k53220080,-0.07980182,-0.0297237,6
11418,13044,brd-k90173466,-0.079789996,-0.003842097,3
11419,13047,brd-k50598383,-0.0797689,0.0021597366,3
11420,13048,brd-k89079417,-0.07974022,0.027902113,4
11421,13049,brd-k37405154,-0.07970305,-0.029582959,5
11422,13052,brd-k22127625,-0.0796505,-0.026868418,3
11423,13053,brd-k55633328,-0.07963005,0.00875232,5
11424,13054,brd-k11095531,-0.079615764,-0.06752542,3
11425,13055,brd-k18692529,-0.079611786,-0.075229414,3
11426,13056,brd-k23396987,-0.07961176,-0.035919774,4
11427,13057,brd-k89951364,-0.079602435,0.062877715,5
11428,13058,brd-k41444660,-0.079584695,-0.005514919,3
11429,13059,brd-a22514244,-0.079560705,0.035236865,13
11430,13060,brd-k16481946,-0.07955791,0.060070205,5
11431,13062,brd-k28884887,-0.07953482,0.052482273,4
11432,13063,pnu-96415e,-0.07949641,0.06307557,19
11433,13065,brd-k18840975,-0.07947439,-0.006948423,3
11434,13066,brd-k30822915,-0.07947087,0.018872805,4
11435,13068,brd-k46268437,-0.07941212,-0.025826555,4
11436,13069,brd-k17951468,-0.07941211,-0.013737682,5
11437,13070,brd-k55160246,-0.07937233,0.11909377,3
11438,13072,brd-k02322717,-0.07933468,0.019754235,4
11439,13073,brd-k49294047,-0.07932664,-0.07620759,3
11440,13075,brd-k63798874,-0.07928222,-0.065037236,4
11441,13076,brd-k50791850,-0.07928079,0.058415275,6
11442,13077,brd-k85237725,-0.0792655,0.032252397,13
11443,13080,brd-k66761585,-0.07923938,0.032668654,5
11444,13082,brd-k51475868,-0.07922554,0.10571019,5
11445,13083,brd-k14503950,-0.07917736,0.032990593,6
11446,13084,brd-k92959281,-0.07914541,0.03211074,4
11447,13085,brd-k19405573,-0.079140976,0.030691147,4
11448,13086,brd-k69291665,-0.079112895,0.004429751,5
11449,13089,brd-k65738831,-0.07893648,0.007923128,5
11450,13090,brd-k88581223,-0.07892694,0.038163204,3
11451,13091,brd-k29737933,-0.07892628,-0.021330755,4
11452,13092,brd-k60011163,-0.07891674,-0.034155533,4
11453,13093,brd-k50883617,-0.07890411,0.045757707,4
11454,13094,brd-k20032520,-0.078902826,-0.07535302,3
11455,13095,sa-418993,-0.078899585,0.23918736,13
11456,13098,brd-k91124206,-0.07884513,-0.020769017,6
11457,13099,brd-k37960810,-0.07883569,0.09420797,4
11458,13100,brd-k69719543,-0.078829266,0.009281052,4
11459,13102,brd-k67694126,-0.0788148,0.031048227,4
11460,13104,brd-k27173348,-0.078767985,0.010161783,6
11461,13105,brd-k75455321,-0.07875418,-0.034867015,7
11462,13107,brd-k03589483,-0.078727655,0.028440673,4
11463,13108,brd-k60474343,-0.07868434,-0.029693654,4
11464,13109,brd-k39529907,-0.078678146,0.01867272,7
11465,13111,brd-k78987935,-0.07867081,0.04351891,5
11466,13112,brd-k11483659,-0.07866183,-0.04898548,7
11467,13114,brd-k75899251,-0.07865105,-0.045224223,3
11468,13115,brd-k06158553,-0.07865099,0.06902756,4
11469,13116,brd-k78757578,-0.07864358,0.08669968,5
11470,13117,brd-k14478589,-0.07863525,-0.031170307,5
11471,13118,brd-k14357170,-0.07863265,0.049117595,6
11472,13119,brd-k35083768,-0.07862962,-0.045940835,6
11473,13120,nifenazone,-0.07860862,-0.0623338,3
11474,13123,brd-k68319707,-0.07856176,0.12526742,14
11475,13124,brd-k07129792,-0.07856121,0.00065172446,5
11476,13125,brd-k54048734,-0.07855192,0.019363783,3
11477,13126,brd-k23618054,-0.078534916,0.038242627,7
11478,13128,brd-k42618289,-0.078522064,0.030396009,5
11479,13129,brd-k34231294,-0.07850513,-0.013698794,5
11480,13130,brd-k91076377,-0.078500144,-0.040088154,4
11481,13132,brd-k44890352,-0.07846874,-0.060944244,3
11482,13133,brd-k49005570,-0.07846817,-0.052267656,3
11483,13134,brd-k87440499,-0.07843686,0.17402786,6
11484,13135,brd-k81415316,-0.07841704,0.031082263,4
11485,13137,brd-k22356478,-0.07841063,-0.058992375,4
11486,13138,brd-k46999092,-0.078341946,0.0068878564,3
11487,13140,brd-k55290744,-0.07832728,-0.041992456,4
11488,13141,brd-k50513128,-0.07831681,0.063234776,4
11489,13142,brd-k52721673,-0.0782943,0.014507218,3
11490,13143,brd-k00668050,-0.07828137,0.047685355,5
11491,13145,butalbital,-0.07826524,-0.039661065,4
11492,13146,sch-442416,-0.07825651,0.07034638,19
11493,13147,brd-k43279914,-0.07824135,0.0068731676,6
11494,13151,brd-k90259550,-0.07812778,-0.024776187,4
11495,13152,brd-k28223745,-0.078125715,0.026729062,4
11496,13153,brd-k66857873,-0.078123026,0.033503987,5
11497,13155,brd-k49290616,-0.07811504,-0.04749316,4
11498,13156,brd-k68315360,-0.07808511,0.03963221,4
11499,13157,brd-k37048848,-0.07805191,0.024516119,6
11500,13158,brd-k07329815,-0.078036435,0.047729332,5
11501,13159,brd-k84574164,-0.07800734,0.017782921,3
11502,13161,brd-k29736077,-0.077952646,0.037081633,5
11503,13162,brd-k48545167,-0.07794353,-0.04681128,3
11504,13164,brd-k18271121,-0.077941716,-0.018966947,4
11505,13166,brd-k73627655,-0.077913985,-0.029565925,4
11506,13167,brd-k16970289,-0.07789794,-0.045701373,6
11507,13168,brd-k00550058,-0.07787349,-0.04001361,5
11508,13169,brd-k17579844,-0.077856965,-0.028672466,5
11509,13170,brd-k17689300,-0.07784281,-0.028878264,4
11510,13177,brd-k71195237,-0.07767383,0.01723994,9
11511,13178,brd-k43631199,-0.07766963,-0.047864586,6
11512,13179,brd-k79512815,-0.077652656,-0.060799588,3
11513,13180,brd-k23674074,-0.07763961,0.019548591,5
11514,13182,brd-k72098339,-0.0776298,0.001480451,3
11515,13183,brd-k90132168,-0.077626646,0.051113553,6
11516,13184,brd-k92219497,-0.07761813,0.007866628,4
11517,13185,brd-k51971121,-0.07759941,-0.05200479,4
11518,13186,brd-k27484191,-0.07755635,0.08414573,15
11519,13189,brd-k87403606,-0.077512965,0.038356874,12
11520,13191,clocortolone,-0.077495016,0.13024093,4
11521,13192,brd-k46447740,-0.07749375,-0.044320256,6
11522,13193,brd-k56322026,-0.077487,0.07642126,4
11523,13194,brd-k38176517,-0.077480145,-0.023860088,5
11524,13195,brd-k02258558,-0.077475145,0.04340415,5
11525,13196,brd-k63614890,-0.07747434,0.0019402581,5
11526,13197,brd-k10799838,-0.07746739,-0.04250467,4
11527,13198,brd-k72738889,-0.07745947,-0.07607111,3
11528,13199,brd-k30015724,-0.077453956,0.018486764,3
11529,13200,brd-k92523103,-0.07745391,-0.04115313,5
11530,13201,brd-k09922072,-0.07745303,0.03205499,13
11531,13202,brd-k73522157,-0.07744248,0.010386468,6
11532,13203,brd-k74436011,-0.07743977,0.034863174,12
11533,13205,brd-k96834740,-0.077423625,0.0027636925,5
11534,13206,brd-k00812396,-0.07740749,0.032308266,4
11535,13207,brd-k77323800,-0.07740163,-0.016876273,3
11536,13208,brd-k15990364,-0.077383436,0.006007074,6
11537,13209,brd-k97824883,-0.07738224,-0.04443308,5
11538,13211,dac-003,-0.07736206,0.13090812,20
11539,13212,brd-k44218044,-0.07731824,-0.033380218,5
11540,13214,brd-k90046234,-0.07727249,-0.002267129,3
11541,13217,brd-k68445037,-0.07724435,-0.022059793,4
11542,13219,psh-013,-0.07724028,0.010298581,15
11543,13220,brd-k78025571,-0.0772377,0.031649653,6
11544,13221,brd-k65561930,-0.07723196,-0.039397523,3
11545,13222,brd-k83399162,-0.077214964,-0.046377137,6
11546,13223,brd-k87707378,-0.0772122,0.00832043,6
11547,13224,brd-k52856667,-0.0772054,0.10914616,10
11548,13225,brd-k10417524,-0.07718586,-0.0016098748,5
11549,13226,brd-k04232710,-0.07716534,-0.026194768,3
11550,13227,brd-k56079297,-0.07715788,-0.02354706,4
11551,13228,brd-k21898148,-0.07711652,0.01106075,5
11552,13229,brd-k12974237,-0.07710192,-0.0145464875,6
11553,13230,brd-k60129749,-0.07707418,0.08033118,3
11554,13231,brd-k25761622,-0.0770402,0.025913434,6
11555,13232,brd-k73451477,-0.07702823,0.026597638,5
11556,13236,brd-k95138368,-0.07698748,0.03672994,6
11557,13237,brd-k14199536,-0.076967426,-0.04946309,3
11558,13238,brd-k07877311,-0.07694567,0.09371051,18
11559,13239,pi-828,-0.076936625,0.11813221,19
11560,13241,brd-k21317335,-0.076925226,-0.019503748,4
11561,13242,brd-k30910503,-0.07690254,0.022469893,5
11562,13243,brd-k02032571,-0.076894894,-0.06720446,3
11563,13246,brd-k03250561,-0.076885626,-0.039782714,6
11564,13247,brd-k44996602,-0.07687474,0.01727369,4
11565,13248,brd-k40078199,-0.07686586,0.010267772,4
11566,13249,brd-k19825378,-0.07685927,0.019737052,4
11567,13250,brd-k77789137,-0.07684842,-0.04575251,4
11568,13251,brd-m55020616,-0.07682295,0.07068387,6
11569,13253,brd-k71452159,-0.076784335,0.020827418,9
11570,13254,parachlorophenol,-0.076775774,0.09321368,19
11571,13255,brd-k19735876,-0.076764375,0.014499038,12
11572,13256,brd-k83507699,-0.07676261,-0.04720745,5
11573,13258,brd-k62058497,-0.07674602,0.011196813,5
11574,13260,brd-k25870200,-0.076714925,0.009412633,7
11575,13261,brd-k14310250,-0.0767022,-0.05495925,3
11576,13262,brd-k04206413,-0.07669422,0.043111853,5
11577,13263,brd-k85273981,-0.07668882,-0.014301486,4
11578,13264,brd-k01248935,-0.07668665,-0.046707228,4
11579,13265,brd-k89675250,-0.07668468,0.057236735,6
11580,13269,brd-k97748079,-0.07666442,-0.020351827,4
11581,13272,midostaurin,-0.07664711,0.08446121,19
11582,13274,brd-k08585415,-0.076620646,-0.05347728,3
11583,13276,brd-k92012565,-0.07660375,-0.007878556,5
11584,13277,brd-k33750632,-0.0765808,0.054611742,4
11585,13278,brd-k97176469,-0.07657264,0.13235016,3
11586,13280,brd-k27559321,-0.076546095,-0.02938256,5
11587,13283,brd-k91652715,-0.07649533,-0.04400526,3
11588,13285,purpurogallin,-0.076468565,0.057216343,6
11589,13287,brd-k08251038,-0.07645765,0.05898024,14
11590,13288,brd-k23958338,-0.076454714,0.11555704,11
11591,13289,brd-k16984096,-0.07645156,-0.0044562872,6
11592,13290,brd-k50347701,-0.07645035,-0.0022338824,4
11593,13291,brd-k27709404,-0.0764324,0.12144917,4
11594,13292,brd-k60548400,-0.07643025,0.08850826,4
11595,13293,brd-k05889827,-0.076425456,-0.011088519,3
11596,13294,brd-k23018071,-0.07642173,0.06747697,4
11597,13296,brd-k51431550,-0.076397665,0.003952552,3
11598,13297,brd-k51349050,-0.07638771,0.029977974,5
11599,13298,brd-k65598260,-0.07638102,-0.0375162,3
11600,13299,pik-75,-0.076380275,0.14975868,74
11601,13302,butamben,-0.07636626,-0.011999244,4
11602,13304,brd-k19917828,-0.07635513,0.018759077,6
11603,13305,brd-k84293326,-0.07635184,0.02551558,4
11604,13306,brd-k12415987,-0.07635013,-0.038007963,4
11605,13307,brd-k96398395,-0.07634523,0.02426718,6
11606,13308,brd-k70539465,-0.076337375,-0.00074168795,5
11607,13309,brd-k74227932,-0.076330386,-0.032725338,5
11608,13310,brd-k63072081,-0.07632641,0.053595003,7
11609,13311,brd-k63521250,-0.07632454,0.051867377,5
11610,13313,brd-k71087530,-0.07626003,-0.0022067307,6
11611,13314,brd-k69649444,-0.07625894,-0.016432313,5
11612,13315,brd-k75688794,-0.07625866,0.07238442,5
11613,13318,brd-k30507268,-0.07617994,0.028747814,5
11614,13319,brd-k63250790,-0.07615804,-0.038590353,3
11615,13320,brd-k55341911,-0.076144256,0.022100972,4
11616,13321,brd-m77258496,-0.07614246,-0.015685733,6
11617,13323,brd-k25979847,-0.07610464,-0.008948045,3
11618,13325,brd-k63809549,-0.07608905,0.021301184,7
11619,13329,brd-k22643403,-0.07599828,0.12487899,4
11620,13332,brd-k19294102,-0.07597334,-0.003139909,4
11621,13333,brd-k51498721,-0.07597262,0.06836532,3
11622,13334,brd-k66185150,-0.07595677,0.016174547,6
11623,13335,brd-k32294814,-0.07593447,-0.049876086,3
11624,13336,brd-k97024014,-0.07592958,0.08289462,4
11625,13338,brd-k76202646,-0.07592559,-0.025188744,3
11626,13339,lanatoside-c,-0.07591243,0.0526131,10
11627,13342,brd-k06511061,-0.07585919,-0.026590474,3
11628,13343,brd-k82899116,-0.07584425,-0.04007721,4
11629,13344,brd-k07184814,-0.07582245,0.016368236,3
11630,13345,brd-k03969729,-0.07579918,0.0042996397,4
11631,13346,brd-k05647501,-0.0757393,0.0104147345,7
11632,13349,brd-k16673836,-0.07569169,-0.056411214,3
11633,13351,brd-k98150670,-0.075643614,0.04792805,8
11634,13352,brd-k01497006,-0.07562955,0.045757074,5
11635,13354,brd-k62372763,-0.07562457,-0.0013046637,4
11636,13355,brd-k64544620,-0.07561152,-0.016601361,6
11637,13356,nu-7026,-0.075594276,0.09802619,23
11638,13358,brd-k35334027,-0.0755843,0.04444868,4
11639,13360,brd-k36446300,-0.075567335,-0.010997477,6
11640,13362,brd-k77403604,-0.075542,-0.024470178,3
11641,13363,sa-1922659,-0.07553585,0.10475824,12
11642,13364,brd-k04745699,-0.075524166,0.026039058,7
11643,13365,brd-a71707563,-0.07552395,0.052333057,13
11644,13366,hydrocortisone-hemisuccinate,-0.07549738,0.07307686,15
11645,13368,brd-k36217065,-0.07546819,-0.029840555,3
11646,13369,loracarbef,-0.07546624,0.12723163,4
11647,13370,brd-k73679670,-0.07546545,-0.010954729,3
11648,13371,brd-a35825362,-0.07544941,-0.010318234,6
11649,13372,brd-k95820322,-0.075427845,0.0827802,3
11650,13373,brd-k33475837,-0.07542445,-0.03790703,5
11651,13374,brd-k68935991,-0.0754139,0.037871063,3
11652,13375,brd-k02280251,-0.075409986,0.020331124,4
11653,13376,sa-1938757,-0.07539622,0.020988248,12
11654,13378,brd-k80171496,-0.075374864,0.022965277,11
11655,13379,brd-k21110399,-0.075362906,0.05420208,4
11656,13380,brd-k52369815,-0.07536143,0.044808462,4
11657,13382,brd-k31752292,-0.07534499,0.0061195656,6
11658,13384,brd-k88784410,-0.075321406,0.01690978,13
11659,13386,brd-k16561280,-0.0753163,-0.0042909565,6
11660,13388,brd-k61122325,-0.075271234,-0.016214825,5
11661,13389,brd-k82118272,-0.07526045,-0.021678086,3
11662,13392,brd-k41888384,-0.07521193,-0.044636324,6
11663,13394,brd-k98419480,-0.07519786,0.0062076515,5
11664,13395,brd-k95689954,-0.07519375,-0.0053944797,3
11665,13396,brd-k44070326,-0.07516888,0.1290366,6
11666,13397,brd-k00124439,-0.07514876,-0.003047863,4
11667,13398,brd-k12342133,-0.07513814,-0.0035495237,3
11668,13399,brd-k60581054,-0.075120114,-0.013344262,6
11669,13400,sr-12813,-0.075103246,0.07424763,6
11670,13404,brd-k00927991,-0.07504024,0.0022310077,3
11671,13405,brd-k06891569,-0.07503578,0.030918676,7
11672,13407,brd-k12511144,-0.07500422,0.035399083,6
11673,13408,brd-k44363560,-0.074948,-0.07001191,3
11674,13409,brd-k78099132,-0.0749426,0.066728175,6
11675,13410,brd-k84738609,-0.07493284,-0.016782876,3
11676,13411,brd-k17139610,-0.07492895,0.09488063,11
11677,13413,brd-k30649361,-0.07490259,0.081701726,3
11678,13414,brd-k49172498,-0.07486163,0.0876092,4
11679,13415,brd-k26441788,-0.07485817,-0.019047707,5
11680,13416,sa-1459430,-0.07485277,-0.0067193024,8
11681,13417,brd-k06650679,-0.07484932,-0.023084534,4
11682,13418,brd-k82769855,-0.074822426,-0.03461522,4
11683,13420,brd-k83860226,-0.0747879,0.14638315,4
11684,13422,brd-k03088187,-0.0747786,-0.02602069,4
11685,13426,brd-k02354331,-0.07472159,-0.0041969297,6
11686,13427,brd-k72864428,-0.074715845,0.040021762,15
11687,13428,brd-k68589684,-0.07467625,-0.00062628376,3
11688,13430,brd-k21626096,-0.07465537,-0.021423679,5
11689,13434,brd-k18400716,-0.074520715,-0.017373301,7
11690,13435,brd-k88994971,-0.074519046,0.020312207,5
11691,13437,brd-k47539505,-0.07445141,0.0120290285,6
11692,13438,metitepine,-0.074449345,0.008131423,3
11693,13439,brd-k92924609,-0.07444494,-0.011962771,6
11694,13440,brd-k80232076,-0.07443184,0.05835873,4
11695,13441,brd-m52804417,-0.074420765,0.00079995766,6
