rank_nsig3,rank_all,pert_iname_lower,best_score,median_score,n_sigs
11696,13443,brd-k50761336,-0.07441608,-0.005270264,4
11697,13444,brd-k77640397,-0.07440339,0.014577081,6
11698,13446,brd-k76825413,-0.074392736,-0.036764376,3
11699,13448,brd-k95810330,-0.07437806,-0.032523584,5
11700,13449,brd-k92803302,-0.07437586,-0.007067118,3
11701,13451,brd-k33326988,-0.07435289,0.045062438,6
11702,13452,brd-k84121492,-0.07435188,-0.000103090424,6
11703,13453,brd-k86312065,-0.074317336,0.004325912,6
11704,13454,brd-k60067222,-0.074314915,0.01690469,13
11705,13455,brd-k07298554,-0.074299276,0.10550928,4
11706,13456,brd-k36115176,-0.0742848,-0.030331152,3
11707,13457,brd-k07493822,-0.074265204,-0.059830636,3
11708,13458,brd-k03006541,-0.07423323,0.033755895,12
11709,13459,brd-k39151995,-0.07422913,-0.030285468,5
11710,13460,brd-k37290471,-0.074226595,0.044839796,5
11711,13461,brd-k02356765,-0.07421496,0.03131573,3
11712,13462,cyanocobalamin,-0.074178696,0.007113628,4
11713,13463,brd-k37291743,-0.07415257,0.023934523,3
11714,13465,brd-k11913456,-0.07415109,-0.0033356368,3
11715,13466,brd-k83132555,-0.074119024,0.022810098,7
11716,13467,brd-k17713237,-0.07411515,0.007064637,4
11717,13468,brd-k96569047,-0.07409817,-0.0069826096,4
11718,13470,brd-k31877241,-0.074085325,0.019768476,6
11719,13471,brd-k15143651,-0.07406042,-0.0056955726,3
11720,13473,brd-k57181059,-0.074049406,0.004438026,5
11721,13474,brd-k75094920,-0.074044116,-0.044566397,6
11722,13476,brd-k76850979,-0.074034,-0.013662771,7
11723,13478,brd-k98834634,-0.074008405,0.037859365,13
11724,13479,brd-k87838487,-0.07399203,-0.0045864005,4
11725,13481,brd-k56040567,-0.07395896,0.01783413,5
11726,13484,brd-k02445308,-0.073914915,-0.0022428995,3
11727,13485,brd-k52971552,-0.073897235,-0.027360585,5
11728,13487,brd-k55767126,-0.07388563,0.04322998,4
11729,13492,cgp-60474,-0.07383916,0.16699164,61
11730,13493,brd-k59389251,-0.07376921,-0.06908789,3
11731,13494,brd-k99319496,-0.07374062,-0.063843034,3
11732,13495,brd-k96871778,-0.07374019,0.03615083,3
11733,13496,brd-k14489740,-0.07370946,0.07028044,3
11734,13497,brd-k91595583,-0.07370141,-0.022108056,6
11735,13498,brd-k16775575,-0.07369786,0.050173886,6
11736,13500,brd-k72193580,-0.07367734,0.046460196,4
11737,13501,brd-k65617968,-0.07366839,-0.04273789,3
11738,13503,brd-k48383713,-0.07365574,0.030315189,3
11739,13505,brd-k76269942,-0.073639765,0.08687776,8
11740,13506,brd-k53394241,-0.07359194,0.070490696,3
11741,13507,brd-k14487375,-0.07357332,0.010924915,6
11742,13508,brd-a26333730,-0.07357208,0.0020554438,6
11743,13510,brd-k25866499,-0.07353307,-0.005639203,4
11744,13515,brd-k39622686,-0.07348155,0.005406497,6
11745,13517,brd-k29140223,-0.073463105,0.03539375,15
11746,13518,brd-k16472441,-0.07344196,0.034661062,6
11747,13519,brd-k72913953,-0.073435746,0.055884343,11
11748,13520,brd-k75725000,-0.07340336,-0.006088335,4
11749,13521,brd-k84749975,-0.073399045,0.08313696,4
11750,13522,ceftazidime,-0.07335711,0.04802361,4
11751,13523,brd-k98376600,-0.07335683,-0.04372324,4
11752,13524,brd-k39892211,-0.07332199,0.077859275,6
11753,13526,brd-k49333142,-0.073278576,0.024290744,7
11754,13528,brd-k13559922,-0.07325778,0.09845324,14
11755,13532,brd-k20601561,-0.07320268,0.0059665493,5
11756,13533,brd-k03448064,-0.0731991,0.030412037,7
11757,13534,diacerein,-0.07318206,0.068429895,4
11758,13535,brd-k07040635,-0.07317416,-0.020530403,5
11759,13536,brd-k07056593,-0.07317037,-0.019754415,6
11760,13537,brd-k53134312,-0.07316196,0.117946625,5
11761,13538,brd-k05520923,-0.073142536,0.07473193,17
11762,13539,brd-k40961223,-0.07313731,-0.057922132,3
11763,13541,brd-k02560333,-0.07309262,-0.0002576624,5
11764,13543,brd-k06064877,-0.07307845,0.044368368,7
11765,13546,brd-k52721778,-0.07305349,-0.0476502,5
11766,13550,brd-k67402106,-0.07301016,0.035666995,6
11767,13552,brd-k19272295,-0.072969586,-0.027966289,3
11768,13554,sa-247508,-0.07295164,0.15213057,12
11769,13556,brd-k55792644,-0.07294433,-0.01979156,5
11770,13557,pati-1-2-3,-0.07292812,0.059488505,17
11771,13558,brd-k58609008,-0.07291638,-0.017529361,3
11772,13559,brd-k71424167,-0.07289479,-0.05357724,3
11773,13560,brd-k83896715,-0.072871774,-0.06198929,3
11774,13561,brd-k99465084,-0.07286324,0.022345064,17
11775,13562,sa-424170,-0.072853915,0.07628314,12
11776,13565,brd-k75884310,-0.07282408,0.05144885,3
11777,13566,brd-k36708799,-0.0727963,0.010280766,4
11778,13567,brd-k97863769,-0.0727942,0.08070024,4
11779,13568,brd-k12961950,-0.07278401,0.04396947,5
11780,13569,brd-k87621813,-0.072769046,0.025236,5
11781,13570,brd-k28667054,-0.07275281,-0.010506762,6
11782,13571,brd-k02593152,-0.07274476,0.07158358,9
11783,13573,brd-k33012050,-0.07272178,0.011251048,4
11784,13574,brd-k86297549,-0.07270726,0.08089805,5
11785,13576,phenylpropanolamine,-0.07269063,0.008256095,3
11786,13578,brd-k28934562,-0.072688244,0.059025906,12
11787,13579,brd-k21340447,-0.07268501,0.008174897,5
11788,13580,brd-k82582276,-0.07266601,0.009130831,4
11789,13581,brd-k61762092,-0.072657846,0.07126877,3
11790,13583,brd-k29543879,-0.072597414,-0.027719947,5
11791,13585,brd-k21569926,-0.07258614,0.17555544,8
11792,13586,brd-k65139432,-0.07257161,-0.024897372,5
11793,13587,brd-k36864604,-0.0725614,-0.010975435,4
11794,13588,brd-k16930585,-0.072517484,0.06695977,5
11795,13589,brd-k01855742,-0.07251149,0.027758958,3
11796,13591,brd-k81397638,-0.072485805,0.07425231,13
11797,13592,brd-k33841609,-0.07248446,-0.0069757565,5
11798,13593,brd-k16667431,-0.07248343,-0.0094514,4
11799,13595,rebamipide,-0.072458334,-0.0041723642,4
11800,13598,brd-k61953981,-0.07238655,0.07456028,3
11801,13599,brd-k41138144,-0.072380446,-0.0035258008,5
11802,13600,brd-k38544238,-0.07237157,0.083354466,3
11803,13601,brd-k88051295,-0.07235668,0.013890297,3
11804,13602,ambelline,-0.07234929,0.0063139386,15
11805,13604,nnc-05-2090,-0.07232163,0.027422516,19
11806,13606,brd-k83873778,-0.07229756,0.02505341,6
11807,13610,brd-k47662318,-0.07225852,-0.03608934,3
11808,13612,brd-k56535275,-0.072248355,0.09985259,4
11809,13615,brd-k58790952,-0.072140895,0.071156226,3
11810,13617,brd-k95090559,-0.07210404,0.09013963,4
11811,13618,brd-k73601942,-0.072087415,0.26269567,4
11812,13619,demecarium,-0.07208723,0.027639762,4
11813,13620,brd-k08041211,-0.07208501,-0.021647274,6
11814,13621,brd-k08371414,-0.07206892,-0.022472285,4
11815,13622,brd-k62689646,-0.072068915,-0.007673297,6
11816,13623,brd-k14721343,-0.07205653,0.01311788,4
11817,13624,brd-k44598486,-0.072031505,-0.025576737,3
11818,13625,vu-0424206-1,-0.072017506,0.09991598,12
11819,13627,brd-k39900129,-0.07199232,0.031475782,5
11820,13628,brd-k97534490,-0.071947284,0.015285116,13
11821,13629,brd-k73939795,-0.07194497,0.065572046,7
11822,13630,brd-k69705756,-0.07194085,0.037753955,12
11823,13631,brd-k98546418,-0.071920544,-0.010438678,3
11824,13633,brd-k74794453,-0.07185467,0.032470077,5
11825,13634,haloprogin,-0.07184342,0.04682522,4
11826,13635,brd-k78915806,-0.071839996,0.05442041,4
11827,13636,brd-k42245756,-0.07183796,0.018547874,5
11828,13637,brd-k56593673,-0.07183226,-0.030901583,6
11829,13639,brd-k48724570,-0.07182915,0.023968838,11
11830,13640,brd-k97233756,-0.07181993,0.057559,6
11831,13641,brd-k87501901,-0.07180594,-0.063835785,3
11832,13642,brd-k06470746,-0.07180077,0.026408568,7
11833,13643,brd-k71361154,-0.07178811,0.06690979,6
11834,13644,brd-k19105325,-0.07177462,-0.06421831,3
11835,13645,brd-k16955082,-0.071774386,-0.05086375,3
11836,13648,brd-k93594354,-0.07173366,0.0055250493,3
11837,13649,brd-k37513668,-0.07172826,0.019898096,3
11838,13651,brd-k76352755,-0.0717023,-0.049266748,7
11839,13657,brd-k24077273,-0.07162862,0.009024665,4
11840,13658,brd-k36290066,-0.07161024,0.018555641,6
11841,13660,brd-k90064059,-0.071584895,0.051466294,4
11842,13661,sa-424755,-0.071583904,0.13082062,8
11843,13664,brd-k97209864,-0.07156872,0.03881485,3
11844,13665,brd-k18913711,-0.07153692,0.03549806,6
11845,13666,brd-k13870698,-0.07153635,-0.024792047,6
11846,13667,brd-k13118793,-0.07148902,-0.0035694165,5
11847,13668,brd-k83859302,-0.07147906,0.02333617,7
11848,13669,brd-k46575753,-0.07147534,0.046489798,6
11849,13670,brd-k95074209,-0.071472995,-0.048139684,5
11850,13671,brd-k22827077,-0.0714603,0.07983357,6
11851,13672,brd-k47037681,-0.071449146,-0.024781918,5
11852,13675,brd-k16483711,-0.07141476,0.03030259,5
11853,13676,brd-k41721525,-0.07140574,0.09107913,3
11854,13677,brd-k00868395,-0.07140179,0.01673926,5
11855,13679,brd-k15460493,-0.07137426,0.052144848,6
11856,13680,brd-k48752687,-0.0713696,-0.04934974,3
11857,13681,brd-k57512343,-0.07136643,-0.008355538,5
11858,13682,brd-k05315233,-0.0713662,-0.057234906,4
11859,13683,brd-m23876883,-0.07136314,-0.026816573,6
11860,13685,brd-k19696793,-0.07133325,0.112428054,8
11861,13686,brd-k05150608,-0.07129755,-0.035957422,7
11862,13687,brd-k28395853,-0.07129706,-0.041334722,5
11863,13688,brd-k61051532,-0.07128898,-0.014924624,5
11864,13689,brd-k19431609,-0.071277246,0.04186829,4
11865,13692,brd-k80726792,-0.07124996,-0.017572049,4
11866,13697,sa-1460008,-0.07120602,-0.01768072,8
11867,13699,brd-k41651095,-0.07117138,-0.016871592,5
11868,13701,cercosporin,-0.071083926,0.08523363,15
11869,13702,brd-k28138218,-0.07103044,0.101619616,12
11870,13704,brd-k19385772,-0.071003124,0.023552159,3
11871,13707,brd-k42654448,-0.070969485,-0.0042365314,5
11872,13709,brd-k52564648,-0.0709065,-0.02054602,3
11873,13710,brd-k61082257,-0.07090577,0.07064484,4
11874,13711,oxybutynin,-0.07089374,0.026398651,11
11875,13712,brd-k12411600,-0.07087218,0.06865224,7
11876,13713,brd-k33943862,-0.07086327,0.026802478,6
11877,13714,brd-k17233740,-0.07085688,0.006577151,3
11878,13715,brd-k73096789,-0.070852816,-0.03887639,5
11879,13716,sns-314,-0.070838705,0.053974967,17
11880,13717,brd-k39481055,-0.07082559,-0.0034835823,7
11881,13719,brd-k69803214,-0.07079022,-0.03807881,5
11882,13720,nomegestrol,-0.07077871,-0.029253911,4
11883,13721,brd-k94393882,-0.07077736,0.03057045,3
11884,13724,brd-k85312201,-0.07067978,0.0032720203,5
11885,13726,brd-k89144371,-0.0706033,-0.0037337663,4
11886,13727,brd-k39963927,-0.07060327,-0.00536898,3
11887,13728,brd-k72760455,-0.070602484,0.011717186,5
11888,13729,brd-k67889001,-0.070594475,0.014114248,5
11889,13730,brd-k41520544,-0.07052522,-0.0038237795,6
11890,13733,brd-k99718824,-0.07051053,0.033362363,9
11891,13734,brd-k21549522,-0.07050875,0.014192484,4
11892,13735,brd-k92925409,-0.07050363,-0.037876196,4
11893,13736,brd-k97599743,-0.07048468,0.06250988,5
11894,13738,brd-k42100231,-0.070472054,-0.01270449,9
11895,13739,brd-k64751695,-0.07045405,-0.027489897,4
11896,13740,brd-k41641213,-0.07040279,0.066452704,5
11897,13741,brd-k11359987,-0.07039531,0.06742312,14
11898,13743,brd-k19167425,-0.07036979,-0.0077933576,5
11899,13744,brd-k29662826,-0.070364594,0.019575352,5
11900,13746,brd-k55297678,-0.07032355,-0.035078652,6
11901,13749,brd-k66084396,-0.070287704,0.027526585,4
11902,13751,brd-k38643780,-0.07027483,0.09392451,7
11903,13752,brd-k33610498,-0.070272684,0.024795447,4
11904,13753,brd-k09563163,-0.07026505,-0.030266296,4
11905,13754,sa-441092,-0.070264384,0.06429777,12
11906,13755,ggti-2133,-0.070235305,-0.0052179922,6
11907,13756,brd-k16939073,-0.07023093,0.013093678,6
11908,13757,brd-k29373549,-0.0702294,-0.054094575,3
11909,13758,brd-k60703528,-0.07022904,0.042626694,4
11910,13760,brd-k63442512,-0.07021862,-0.012322611,4
11911,13763,bg-1008,-0.07016662,-0.044702794,6
11912,13764,brd-k11911738,-0.07014882,0.023118556,3
11913,13766,brd-k66390767,-0.07012223,0.048806902,3
11914,13767,brd-k09411281,-0.07011006,-0.035846405,3
11915,13768,brd-k16063772,-0.07010002,0.029294003,3
11916,13769,brd-k77537540,-0.070092104,-0.0556664,3
11917,13770,fomepizole,-0.07005028,-0.028633472,4
11918,13772,brd-k69711545,-0.07003172,0.006288864,5
11919,13773,brd-k61045941,-0.07002031,0.012856966,6
11920,13774,brd-k39827602,-0.069993705,0.06638006,5
11921,13775,brd-k35995122,-0.069961034,-0.0059576007,6
11922,13777,brd-k67236726,-0.06994771,0.039116226,6
11923,13778,brd-k75426909,-0.06993627,0.034339204,6
11924,13779,brd-k20433775,-0.0699296,0.021637062,7
11925,13780,brd-k56482508,-0.0699233,-0.040038057,6
11926,13782,brd-k17466145,-0.06985862,-0.05882955,3
11927,13783,brd-k23647039,-0.06983032,-0.010826145,5
11928,13785,brd-k69557760,-0.06982395,-0.053926323,3
11929,13786,brd-k21136828,-0.06981028,-0.03227683,5
11930,13788,brd-k06450282,-0.06978455,0.020179674,4
11931,13790,brd-k36110199,-0.069778815,0.052784912,4
11932,13793,pivampicillin,-0.06973038,-0.03344367,4
11933,13795,brd-k49373277,-0.0697213,-0.034329943,4
11934,13796,brd-k31618614,-0.06969766,0.07122878,11
11935,13797,brd-k06899423,-0.06969378,0.04400754,6
11936,13798,brd-k60087207,-0.06969101,0.025787419,6
11937,13799,brd-k40073746,-0.06968516,0.0014934125,5
11938,13800,brd-k29286627,-0.06967706,0.07455522,7
11939,13808,sa-1457415,-0.06949114,0.1397754,11
11940,13809,brd-k93229898,-0.069473684,-0.019240042,3
11941,13810,brd-a39986918,-0.06946641,0.024915371,6
11942,13811,brd-k39911750,-0.06946015,0.026660763,5
11943,13813,brd-k11022579,-0.06944051,0.042842038,4
11944,13814,brd-k90842913,-0.069439605,0.039466888,6
11945,13815,brd-k20428479,-0.069428965,-0.0068667047,6
11946,13816,brd-k69951274,-0.06942743,0.010339032,6
11947,13817,brd-k08760804,-0.06942466,0.061068606,6
11948,13818,brd-k56712828,-0.06941919,-0.017328996,4
11949,13819,brd-k08640787,-0.06941731,0.051623195,12
11950,13820,brd-k15146741,-0.06941684,0.009594694,4
11951,13821,anethole,-0.06941176,0.020532137,7
11952,13823,brd-k78132017,-0.06938747,-0.05890908,3
11953,13824,brd-k28021369,-0.06937401,0.10794629,3
11954,13825,brd-k83826027,-0.06936945,0.07319166,7
11955,13826,brd-k11555344,-0.06934763,-0.060729016,3
11956,13827,k1448,-0.069327384,0.056978658,4
11957,13828,brd-k75819331,-0.06932025,0.021498498,4
11958,13829,brd-k85398522,-0.06931067,-0.038369212,3
11959,13830,brd-k80666761,-0.06930783,-0.025143392,13
11960,13831,brd-k46707636,-0.069305055,0.06824158,11
11961,13832,brd-k86617991,-0.06928852,-0.03116078,4
11962,13836,brd-k36111767,-0.06927356,0.015554577,12
11963,13837,brd-k04729818,-0.06926338,-0.054690313,3
11964,13839,brd-k54168930,-0.06922729,0.059252765,5
11965,13840,brd-k72064822,-0.069220036,0.012637869,6
11966,13842,brd-k35443780,-0.06916842,-0.010227518,4
11967,13844,brd-k76439996,-0.069159776,0.038651917,7
11968,13845,brd-k04749191,-0.06914951,0.015229497,3
11969,13846,brd-k31822300,-0.069140345,-0.019376764,7
11970,13847,brd-k07563916,-0.06911498,-0.0015084371,4
11971,13849,brd-k81227048,-0.06909485,-0.021410985,5
11972,13850,brd-k59323544,-0.06909341,0.07990428,3
11973,13852,brd-k96150242,-0.0690608,0.01186892,6
11974,13854,oxacillin,-0.06904477,0.02073191,4
11975,13855,brd-k99547414,-0.06903057,0.006518678,4
11976,13856,urosiol,-0.06901685,0.02371851,4
11977,13857,brd-k96183125,-0.06900942,0.039900765,3
11978,13858,brd-k50795058,-0.06900843,0.009099308,5
11979,13859,brd-k69664985,-0.0689815,-0.06359422,4
11980,13860,brd-k99605820,-0.06895918,-0.0012316621,15
11981,13861,brd-k51908245,-0.06895635,0.04004053,6
11982,13863,brd-k34462945,-0.06892578,-0.0013227565,6
11983,13864,brd-k00944562,-0.06890509,0.09248698,17
11984,13865,brd-k69841970,-0.06885602,0.0080267675,4
11985,13866,brd-k03876750,-0.06885509,0.050436787,4
11986,13868,brd-k65715788,-0.06881778,0.06468453,6
11987,13869,brd-k98099906,-0.06880732,0.045314126,4
11988,13870,brd-k63587518,-0.068799,0.09235844,17
11989,13872,brd-k87010644,-0.068795286,0.0377512,6
11990,13873,brd-k86372560,-0.06879217,0.052700285,6
11991,13875,brd-k74639017,-0.06876976,0.061150644,4
11992,13876,brd-k04680237,-0.068723306,0.0029324759,4
11993,13878,brd-k92326486,-0.06870049,0.036702834,6
11994,13879,brd-k69372544,-0.06867998,0.061720558,4
11995,13880,brd-k14862006,-0.068676345,-0.0010088792,6
11996,13882,brd-k87959840,-0.068655364,-0.003696831,5
11997,13883,brd-k91224798,-0.06865333,0.007220959,3
11998,13885,brd-k78246556,-0.06863767,-0.026379488,5
11999,13888,brd-k66559265,-0.068612985,-0.00913097,4
12000,13889,brd-k26150272,-0.06861273,-0.0016724268,3
12001,13890,1b-parent,-0.06858672,0.045743156,6
12002,13891,brd-m29370314,-0.068576105,-0.060879044,6
12003,13893,brd-k48803730,-0.06849198,0.100327246,13
12004,13894,brd-k87304811,-0.0684832,-0.029150281,4
12005,13898,aminophylline,-0.068390876,0.051130056,4
12006,13899,brd-k58642524,-0.068389475,0.099965364,3
12007,13902,brd-k10722141,-0.068367645,0.0864543,3
12008,13903,brd-k33537450,-0.068364635,0.014291408,4
12009,13904,brd-k52183630,-0.06834397,0.02281431,5
12010,13906,brd-k65968856,-0.06825976,0.09092446,11
12011,13907,brd-k78778476,-0.06822431,0.048747823,4
12012,13908,brd-k80342168,-0.06818158,-0.019726451,4
12013,13909,brd-k76786157,-0.06816764,0.009702157,5
12014,13910,brd-k17654006,-0.06815588,-0.01776534,4
12015,13911,brd-k55883155,-0.06815256,-0.00036674476,3
12016,13912,idam,-0.068148226,0.038908754,6
12017,13913,brd-k02008913,-0.068114966,0.05564577,7
12018,13915,brd-k62836687,-0.0681113,0.032054078,4
12019,13916,brd-k64641861,-0.06809169,0.07734345,4
12020,13921,brd-k32809121,-0.06803379,-0.029388636,3
12021,13922,brd-k94726713,-0.06802962,-0.026177775,4
12022,13923,brd-k63435718,-0.06802722,-0.019585839,6
12023,13924,brd-k89361242,-0.068016514,0.08688507,4
12024,13925,brd-k34160774,-0.068013534,0.053163707,12
12025,13926,brd-k74782274,-0.06800757,-0.031766422,5
12026,13927,brd-k72324716,-0.06800096,0.01599093,6
12027,13929,brd-k49597140,-0.067946285,0.002178859,4
12028,13930,brd-k18319377,-0.06787581,0.0013703648,6
12029,13932,brd-k79600112,-0.06786446,-0.054478902,5
12030,13933,brd-k83477078,-0.06786159,0.09883975,6
12031,13934,brd-k13944250,-0.067812525,0.042399667,4
12032,13935,brd-k62214646,-0.0678043,0.11793573,3
12033,13936,brd-k09973807,-0.067803204,0.040481813,6
12034,13937,brd-k35836352,-0.067787,-0.043357015,3
12035,13938,brd-k39447340,-0.0677802,0.038009446,4
12036,13939,brd-k07516181,-0.06776899,0.03473338,13
12037,13940,brd-k65049758,-0.06775228,0.026169736,6
12038,13941,brd-k79260832,-0.06774125,0.02573527,6
12039,13942,brd-k30804015,-0.067735195,0.02529091,13
12040,13943,brd-k25082699,-0.06773166,-0.034824483,3
12041,13944,brd-k95564984,-0.067714445,0.037049435,6
12042,13945,brd-k12682252,-0.06771165,-0.011633079,3
12043,13946,5-iodotubercidin,-0.06765132,0.17074358,17
12044,13947,brd-k34435836,-0.06761935,0.0028115446,4
12045,13949,brd-k89354425,-0.067596935,0.062214717,3
12046,13950,brd-k85769686,-0.06759345,-0.0077012475,5
12047,13951,brd-k36128472,-0.06759079,-0.025160689,3
12048,13952,brd-k42624823,-0.06758666,0.04788685,5
12049,13953,brd-k56951539,-0.067562394,-0.016329542,6
12050,13955,brd-k80062189,-0.06755141,-0.009289201,6
12051,13956,brd-k51951665,-0.06752706,0.013025029,6
12052,13957,brd-k92061784,-0.06750426,0.03375428,4
12053,13958,brd-k42919101,-0.06746374,0.040277887,5
12054,13962,brd-k81721884,-0.06739524,0.12926136,3
12055,13964,brd-k72354054,-0.06736464,0.033156693,10
12056,13965,brd-k90194420,-0.06735609,0.0159135,5
12057,13966,brd-k12331173,-0.067341946,-0.049628157,3
12058,13968,brd-k89087272,-0.06725735,0.033620674,6
12059,13969,brd-k72814870,-0.067251295,0.04367442,5
12060,13973,brd-k73224765,-0.06721164,0.22166798,4
12061,13974,brd-k41418105,-0.06720241,-0.03670548,6
12062,13975,brd-k11833731,-0.067172825,0.0009566373,4
12063,13977,brd-k88239034,-0.06716563,-0.009945393,4
12064,13978,brd-k45680746,-0.06714674,-0.005560954,3
12065,13979,brd-k60840479,-0.067099705,0.022938091,3
12066,13980,brd-k76765843,-0.06709287,0.05092437,6
12067,13981,brd-k50269042,-0.067090705,-0.0011078031,3
12068,13984,brd-k76150323,-0.067051016,0.017738713,13
12069,13985,brd-k99660708,-0.06703936,0.0020484135,5
12070,13987,psb-36,-0.06702732,0.004774442,15
12071,13989,brd-k10526563,-0.066992834,-0.0057152323,3
12072,13990,brd-k58377762,-0.06696703,-0.0009674848,3
12073,13991,brd-k04136539,-0.06695736,0.03689985,13
12074,13992,brd-k63596086,-0.066952616,0.08636876,5
12075,13993,brd-k89676402,-0.066941075,-0.042472906,5
12076,13994,brd-k27198330,-0.06693946,0.074721165,7
12077,13996,brd-k85670329,-0.06688005,0.1264428,12
12078,13997,brd-k23319301,-0.06685089,0.035121053,12
12079,13998,brd-k24758440,-0.06682036,-0.05638196,3
12080,13999,brd-k51644197,-0.06681248,0.06386078,12
12081,14000,brd-k39624960,-0.06679454,0.051049974,4
12082,14001,brd-k24528445,-0.06679387,0.03358395,4
12083,14002,sib-1553a,-0.06674256,0.00048406422,6
